Vext Jext
-0.075 -204.283859315
-0.05 -204.283426285
-0.025 -204.282960413
0.0 -204.282458143
0.025 -204.281915424
0.05 -204.281327626
0.075 -204.280689429
0.1 -204.279994715
0.125 -204.279236407
0.15 -204.27840629
0.175 -204.277494786
0.2 -204.276490674
0.225 -204.275380741
0.25 -204.274149346
0.275 -204.272777859
0.3 -204.271243952
0.325 -204.269520676
0.35 -204.267575254
0.375 -204.265367481
0.4 -204.262847586
0.425 -204.259953297
0.45 -204.256605814
0.475 -204.252704092
0.5 -204.248116625
0.525 -204.242669319
0.55 -204.236127421
0.575 -204.228165687
0.6 -204.218322752
0.625 -204.205922217
0.65 -204.189937336
0.675 -204.168710095
0.7 -204.139464367
0.725 -204.097241727
0.75 -204.032655911
0.775 -203.926929303
0.8 -203.740645302
0.825 -203.38804586
0.85 -202.677833582
0.875 -201.176357807
0.9 -197.887393389
0.925 -190.492778288
0.95 -173.550074418
0.975 -134.348392107
1.0 -44.0272967547
