Vext Jext
-0.075 -202.629124869
-0.05 -202.549312568
-0.025 -202.463692334
0.0 -202.371631849
0.025 -202.272403323
0.05 -202.165166252
0.075 -202.048942791
0.1 -201.922590377
0.125 -201.784765704
0.15 -201.633878996
0.175 -201.468038575
0.2 -201.284974281
0.225 -201.08194428
0.25 -200.855610396
0.275 -200.601879837
0.3 -200.315689192
0.325 -199.990728118
0.35 -199.619070652
0.375 -199.190690738
0.4 -198.692829082
0.425 -198.109179304
0.45 -197.418859906
0.475 -196.595176987
0.5 -195.60450463
0.525 -194.404194205
0.55 -192.942390051
0.575 -191.157695622
0.6 -188.980382045
0.625 -186.335474929
0.65 -183.146821912
0.675 -179.341246185
0.7 -174.85008957
0.725 -169.606477206
0.75 -163.536274449
0.775 -156.541073069
0.8 -148.467533653
0.825 -139.053909936
0.85 -127.830179054
0.875 -113.928324287
0.9 -95.7282925416
0.925 -70.2285718136
0.95 -32.0257123168
0.975 28.02326728
