Vext Jext
-0.075 -204.097590733
-0.05 -204.088648648
-0.025 -204.079086762
0.0 -204.068843546
0.025 -204.057849326
0.05 -204.04602497
0.075 -204.033280267
0.1 -204.019511975
0.125 -204.004601439
0.15 -203.988411689
0.175 -203.970783906
0.2 -203.95153278
0.225 -203.930441246
0.25 -203.907253297
0.275 -203.88166513
0.3 -203.85331372
0.325 -203.821762076
0.35 -203.786479511
0.375 -203.746816259
0.4 -203.701968503
0.425 -203.650931089
0.45 -203.592432052
0.475 -203.524839798
0.5 -203.446031182
0.525 -203.353197336
0.55 -203.242555678
0.575 -203.108906553
0.6 -202.944938595
0.625 -202.740175955
0.65 -202.47905809
0.675 -202.138049362
0.7 -201.680490516
0.725 -201.047852795
0.75 -200.144665882
0.775 -198.812767415
0.8 -196.787705305
0.825 -193.625979041
0.85 -188.584402466
0.875 -180.418719807
0.9 -167.061987367
0.925 -145.13593101
0.95 -109.309775851
0.975 -51.6259677938
1.0 38.9110369146
