Vext Jext
-0.075 -142.689973899
-0.05 -141.096975574
-0.025 -139.445522655
0.0 -137.732968921
0.025 -135.956517573
0.05 -134.113244157
0.075 -132.200073464
0.1 -130.213754738
0.125 -128.150879348
0.15 -126.007850177
0.175 -123.780871606
0.2 -121.465938574
0.225 -119.058793839
0.25 -116.554936682
0.275 -113.949572054
0.3 -111.23757898
0.325 -108.413470561
0.35 -105.471312871
0.375 -102.404684659
0.4 -99.2065603104
0.425 -95.8691920557
0.45 -92.3839496528
0.475 -88.7411102521
0.5 -84.929581339
0.525 -80.9365331865
0.55 -76.746913119
0.575 -72.3427658198
0.6 -67.7023714391
0.625 -62.8006126857
0.65 -57.6015581541
0.675 -52.0636856832
0.7 -46.1327946867
0.725 -39.7385582702
0.75 -32.7894052611
0.775 -25.1668901287
0.8 -16.7202262974
0.825 -7.26354959621
0.85 3.42194826481
0.875 15.5768777776
