Vext Jext
-0.075 -192.962332173
-0.05 -192.545210289
-0.025 -192.102599682
0.0 -191.632066787
0.025 -191.130864561
0.05 -190.595882714
0.075 -190.023588852
0.1 -189.409958794
0.125 -188.750393983
0.15 -188.039623599
0.175 -187.271588672
0.2 -186.439305189
0.225 -185.534703071
0.25 -184.548441134
0.275 -183.469679726
0.3 -182.285846213
0.325 -180.982316019
0.35 -179.542227621
0.375 -177.946019898
0.4 -176.17119692
0.425 -174.192092258
0.45 -171.979617347
0.475 -169.501248181
0.5 -166.721097283
0.525 -163.601550445
0.55 -160.09904018
0.575 -156.169771061
0.6 -151.767866325
0.625 -146.844686534
0.65 -141.347049784
0.675 -135.213436578
0.7 -128.365612689
0.725 -120.694822424
0.75 -112.034210323
0.775 -102.107524003
0.8 -90.4301967286
0.825 -76.1251899194
0.85 -57.5925997659
0.875 -31.9879171236
0.9 5.44454913518
