Vext Jext
-0.075 -204.275296637
-0.05 -204.274488694
-0.025 -204.273624599
0.0 -204.272698743
0.025 -204.271704779
0.05 -204.270635502
0.075 -204.269482701
0.1 -204.268236987
0.125 -204.266887585
0.15 -204.265422075
0.175 -204.263826065
0.2 -204.26208283
0.225 -204.260172811
0.25 -204.258073016
0.275 -204.255756262
0.3 -204.253190202
0.325 -204.25033608
0.35 -204.247147107
0.375 -204.243566321
0.4 -204.239523737
0.425 -204.234932487
0.45 -204.229683508
0.475 -204.223638059
0.5 -204.2166171
0.525 -204.208385613
0.55 -204.198629392
0.575 -204.186917096
0.6 -204.172642209
0.625 -204.154922825
0.65 -204.132432208
0.675 -204.103046346
0.7 -204.063226195
0.725 -204.006683402
0.75 -203.921549812
0.775 -203.784098339
0.8 -203.544514716
0.825 -203.094328158
0.85 -202.191577152
0.875 -200.289414858
0.9 -196.140410478
0.925 -186.87961529
0.95 -165.909855976
0.975 -118.248882013
1.0 -11.2075735102
