Vext Jext
-0.075 -193.716463483
-0.05 -193.323185052
-0.025 -192.906569206
0.0 -192.464497931
0.025 -191.994593487
0.05 -191.494178536
0.075 -190.96022901
0.1 -190.389318172
0.125 -189.777547915
0.15 -189.120477562
0.175 -188.413016669
0.2 -187.64931863
0.225 -186.822641481
0.25 -185.925182578
0.275 -184.947882765
0.3 -183.880173465
0.325 -182.709708905
0.35 -181.422012575
0.375 -180.000055163
0.4 -178.423815357
0.425 -176.669697759
0.45 -174.709920918
0.475 -172.511843048
0.5 -170.037262525
0.525 -167.241720418
0.55 -164.073885865
0.575 -160.476437331
0.6 -156.380343759
0.625 -151.710544753
0.65 -146.381431833
0.675 -140.293274273
0.7 -133.324965728
0.725 -125.318244066
0.75 -116.048732336
0.775 -105.17354602
0.8 -92.1424130835
0.825 -76.0640221036
0.85 -55.5423386554
0.875 -28.5648585422
0.9 7.40259977323
