Vext Jext
-0.075 -190.943686846
-0.05 -190.508244604
-0.025 -190.04894279
0.0 -189.56373118
0.025 -189.050321358
0.05 -188.5061519
0.075 -187.928347397
0.1 -187.313670022
0.125 -186.658462022
0.15 -185.958574637
0.175 -185.209295443
0.2 -184.405235421
0.225 -183.540217802
0.25 -182.607129535
0.275 -181.597741744
0.3 -180.502487984
0.325 -179.310188424
0.35 -178.00770413
0.375 -176.579500117
0.4 -175.007088179
0.425 -173.268309482
0.45 -171.336400899
0.475 -169.178765177
0.5 -166.755328293
0.525 -164.016308637
0.55 -160.899124621
0.575 -157.32399569
0.6 -153.187563083
0.625 -148.354206451
0.65 -142.636816495
0.675 -135.772371679
0.7 -127.379752219
0.725 -116.881247849
0.75 -103.378415916
0.775 -85.4667139809
0.8 -61.0099958453
0.825 -26.9756004678
0.85 20.4927230947
