Vext Jext
-0.075 -203.629313405
-0.05 -203.599259952
-0.025 -203.567157898
0.0 -203.532807288
0.025 -203.495982228
0.05 -203.456426649
0.075 -203.413849357
0.1 -203.367917394
0.125 -203.318249345
0.15 -203.264405797
0.175 -203.205878323
0.2 -203.142075717
0.225 -203.072306846
0.25 -202.995759126
0.275 -202.911471479
0.3 -202.818298636
0.325 -202.714867398
0.35 -202.599517183
0.375 -202.470222802
0.4 -202.324491031
0.425 -202.159220902
0.45 -201.970509986
0.475 -201.753387805
0.5 -201.501433715
0.525 -201.206226985
0.55 -200.856536986
0.575 -200.437111662
0.6 -199.926810952
0.625 -199.295775197
0.65 -198.500596547
0.675 -197.477093144
0.7 -196.128205264
0.725 -194.304476431
0.75 -191.773126547
0.775 -188.170795281
0.8 -182.935710434
0.825 -175.217341686
0.85 -163.769499498
0.875 -146.834670579
0.9 -122.041723219
0.925 -86.3525036788
0.95 -36.0906836492
0.975 32.906701256
