Vext Jext
-0.075 -198.150435033
-0.05 -197.864678665
-0.025 -197.557742213
0.0 -197.227421354
0.025 -196.871230663
0.05 -196.486358868
0.075 -196.069625147
0.1 -195.617419388
0.125 -195.125636433
0.15 -194.589597752
0.175 -194.003958814
0.2 -193.362599111
0.225 -192.658490932
0.25 -191.883541984
0.275 -191.028405565
0.3 -190.082249166
0.325 -189.032477068
0.35 -187.864377166
0.375 -186.560694867
0.4 -185.101096446
0.425 -183.461483732
0.45 -181.613138975
0.475 -179.521608946
0.5 -177.145263286
0.525 -174.433510697
0.55 -171.32394358
0.575 -167.739358074
0.6 -163.583052019
0.625 -158.733986629
0.65 -153.031552628
0.675 -146.268268257
0.7 -138.164728286
0.725 -128.335079046
0.75 -116.232506101
0.775 -101.071577839
0.8 -81.7363152607
0.825 -56.7115126306
0.85 -24.1208948507
0.875 18.0645870423
